payment_id,order_id,merchant_id,amount,currency,status,created_at,reference
PAY_B1025BB7,ORD_006D18C5,MERCH_003,396600,INR,CAPTURED,2026-08-29T17:07:35Z,REF-PAY_B1025BB7
PAY_A84204AF,ORD_6E499717,MERCH_025,1290200,INR,CAPTURED,2026-07-15T13:24:04Z,REF-PAY_A84204AF
PAY_3EADA608,ORD_A7DC3217,MERCH_029,138000,INR,CAPTURED,2026-07-13T01:05:08Z,REF-PAY_3EADA608
PAY_CF6613EF,ORD_9659F948,MERCH_040,1179800,INR,CAPTURED,2026-08-10T20:08:26Z,REF-PAY_CF6613EF
PAY_E0E72AC1,ORD_9659F948,MERCH_040,1179800,INR,CAPTURED,2026-08-10T20:08:26Z,REF-PAY_CF6613EF
PAY_73ECEC61,ORD_BB32DA44,MERCH_026,1156800,INR,CAPTURED,2026-07-02T01:41:24Z,REF-PAY_73ECEC61
PAY_9694EB0C,ORD_5A18DCE9,MERCH_011,423400,INR,CAPTURED,2026-07-23T03:12:06Z,REF-PAY_9694EB0C
PAY_A9B882B8,ORD_3B78A206,MERCH_011,1072600,INR,CAPTURED,2026-07-14T06:13:04Z,REF-PAY_A9B882B8
PAY_C7C7F499,ORD_A769C443,MERCH_024,1667400,INR,CAPTURED,2026-08-25T13:50:53Z,REF-PAY_C7C7F499
PAY_BB77E15D,ORD_CBCB76CE,MERCH_036,579800,INR,CAPTURED,2026-08-04T15:44:59Z,REF-PAY_BB77E15D
PAY_06F0571E,ORD_045FDA76,MERCH_006,435600,INR,CAPTURED,2026-07-14T23:43:35Z,REF-PAY_06F0571E
PAY_99AFD9AA,ORD_69E1A3EE,MERCH_018,145900,INR,CAPTURED,2026-07-18T16:52:34Z,REF-PAY_99AFD9AA
PAY_F9B975AD,ORD_BB7ED331,MERCH_047,1028500,INR,CAPTURED,2026-08-15T08:14:16Z,REF-PAY_F9B975AD
PAY_BEC4F933,ORD_B7A18E2F,MERCH_045,1556600,INR,CAPTURED,2026-07-23T11:01:33Z,REF-PAY_BEC4F933
PAY_351838C3,ORD_3952934D,MERCH_028,908200,INR,CAPTURED,2026-07-10T06:28:50Z,REF-PAY_351838C3
PAY_D2C7488F,ORD_A98E98C5,MERCH_016,1623700,INR,CAPTURED,2026-08-28T19:39:07Z,REF-PAY_D2C7488F
PAY_6EF0F738,ORD_3CD655B6,MERCH_019,1993100,INR,CAPTURED,2026-07-14T19:16:38Z,REF-PAY_6EF0F738
PAY_94205C19,ORD_811AC4D2,MERCH_049,1898500,INR,CAPTURED,2026-08-24T13:09:52Z,REF-PAY_94205C19
PAY_78B62412,ORD_16E01C1E,MERCH_037,240400,INR,CAPTURED,2026-07-06T08:22:19Z,REF-PAY_78B62412
PAY_BEB5F561,ORD_BFF0A308,MERCH_007,1706300,INR,CAPTURED,2026-07-17T08:21:39Z,REF-PAY_BEB5F561
PAY_A60BE76D,ORD_FC44F3AC,MERCH_035,1105200,INR,CAPTURED,2026-08-08T20:34:35Z,REF-PAY_A60BE76D
PAY_1EF16A8B,ORD_3707B82A,MERCH_012,1108000,INR,CAPTURED,2026-08-24T14:42:47Z,REF-PAY_1EF16A8B
PAY_D9C96BEC,ORD_3707B82A,MERCH_012,1108000,INR,CAPTURED,2026-08-24T14:42:47Z,REF-PAY_1EF16A8B
PAY_EAEF5BA4,ORD_1AC38FD4,MERCH_021,1619000,INR,CAPTURED,2026-08-31T14:54:29Z,REF-PAY_EAEF5BA4
PAY_300E6631,ORD_38EC8FC4,MERCH_009,437400,INR,CAPTURED,2026-07-15T03:35:42Z,REF-PAY_300E6631
PAY_A6CB798E,ORD_2890C7AA,MERCH_038,1187800,INR,CAPTURED,2026-08-19T11:23:21Z,REF-PAY_A6CB798E
PAY_55481C81,ORD_0FDFB07A,MERCH_046,1945900,INR,CAPTURED,2026-08-02T11:37:29Z,REF-PAY_55481C81
PAY_4D95AC68,ORD_73ADF62E,MERCH_022,1462200,INR,CAPTURED,2026-07-15T03:36:29Z,REF-PAY_4D95AC68
PAY_E32C3010,ORD_78A20075,MERCH_029,1966700,INR,CAPTURED,2026-07-13T08:33:13Z,REF-PAY_E32C3010
PAY_24C54B56,ORD_04CE7E1F,MERCH_009,922700,INR,CAPTURED,2026-07-25T11:34:35Z,REF-PAY_24C54B56
PAY_3F404514,ORD_498D5161,MERCH_036,418400,INR,CAPTURED,2026-08-01T09:36:39Z,REF-PAY_3F404514
PAY_5155E1C7,ORD_48B66E14,MERCH_010,1098800,INR,CAPTURED,2026-08-13T06:08:34Z,REF-PAY_5155E1C7
PAY_C6DFCC61,ORD_0A80CFCF,MERCH_034,737900,INR,CAPTURED,2026-08-15T01:36:59Z,REF-PAY_C6DFCC61
PAY_899F9951,ORD_0A80CFCF,MERCH_034,737900,INR,CAPTURED,2026-08-15T01:36:59Z,REF-PAY_C6DFCC61
PAY_3A95393B,ORD_1BDE8B02,MERCH_023,828000,INR,CAPTURED,2026-08-05T12:00:09Z,REF-PAY_3A95393B
PAY_A8C9D320,ORD_12EE17BF,MERCH_008,230800,INR,CAPTURED,2026-08-19T03:22:43Z,REF-PAY_A8C9D320
PAY_0548BC71,ORD_86AA81B1,MERCH_039,789400,INR,CAPTURED,2026-08-11T13:26:44Z,REF-PAY_0548BC71
PAY_94B19AC9,ORD_82711E8D,MERCH_021,11000,INR,CAPTURED,2026-08-05T21:23:44Z,REF-PAY_94B19AC9
PAY_779B86D1,ORD_82711E8D,MERCH_021,11000,INR,CAPTURED,2026-08-05T21:23:44Z,REF-PAY_94B19AC9
PAY_9B61A168,ORD_D990BF76,MERCH_040,756700,INR,CAPTURED,2026-08-02T18:24:54Z,REF-PAY_9B61A168
PAY_1AF6508B,ORD_CC0D8391,MERCH_042,179600,INR,CAPTURED,2026-08-25T14:21:49Z,REF-PAY_1AF6508B
PAY_5C14D562,ORD_54B21AFA,MERCH_037,1807800,INR,CAPTURED,2026-08-10T06:50:08Z,REF-PAY_5C14D562
PAY_372F5F50,ORD_78A03387,MERCH_003,1287400,INR,CAPTURED,2026-07-09T06:14:40Z,REF-PAY_372F5F50
PAY_BC3058E8,ORD_328DA56A,MERCH_036,1741600,INR,CAPTURED,2026-07-18T02:26:54Z,REF-PAY_BC3058E8
PAY_1795C59A,ORD_328DA56A,MERCH_036,1741600,INR,CAPTURED,2026-07-18T02:26:54Z,REF-PAY_BC3058E8
PAY_7A3B3200,ORD_6FBC5185,MERCH_019,345300,INR,CAPTURED,2026-07-21T21:17:23Z,REF-PAY_7A3B3200
PAY_E4CE50C7,ORD_DF32139B,MERCH_019,1155300,INR,CAPTURED,2026-08-24T02:58:54Z,REF-PAY_E4CE50C7
PAY_2182EC9D,ORD_9F4FCE41,MERCH_026,1311000,INR,CAPTURED,2026-07-01T06:59:48Z,REF-PAY_2182EC9D
PAY_0DB678DE,ORD_6AD3200A,MERCH_044,918500,INR,CAPTURED,2026-07-22T19:50:43Z,REF-PAY_0DB678DE
PAY_ED077C61,ORD_82554D91,MERCH_017,693300,INR,CAPTURED,2026-08-07T20:26:32Z,REF-PAY_ED077C61
PAY_ACF14806,ORD_1875BE69,MERCH_037,693700,INR,CAPTURED,2026-07-01T00:57:10Z,REF-PAY_ACF14806
PAY_32A2077B,ORD_0AA3609E,MERCH_018,176400,INR,CAPTURED,2026-08-18T08:22:20Z,REF-PAY_32A2077B
PAY_DE47CFFE,ORD_2088A6D3,MERCH_033,717500,INR,CAPTURED,2026-07-22T20:16:53Z,REF-PAY_DE47CFFE
PAY_A9FBF7A3,ORD_90BF50FE,MERCH_030,760900,INR,CAPTURED,2026-08-07T03:26:40Z,REF-PAY_A9FBF7A3
PAY_0CC9BFBD,ORD_03EA4B74,MERCH_026,63100,INR,CAPTURED,2026-08-02T19:21:49Z,REF-PAY_0CC9BFBD
PAY_1C9BF3AE,ORD_B0E5EFF8,MERCH_033,1260200,INR,CAPTURED,2026-07-07T07:51:10Z,REF-PAY_1C9BF3AE
PAY_64EA4005,ORD_39D9FA73,MERCH_011,1006000,INR,CAPTURED,2026-07-11T17:46:00Z,REF-PAY_64EA4005
PAY_E882325E,ORD_E949FA4F,MERCH_009,179900,INR,CAPTURED,2026-07-27T18:43:35Z,REF-PAY_E882325E
PAY_B4F3FA38,ORD_3E89B396,MERCH_037,514300,INR,CAPTURED,2026-07-20T09:23:26Z,REF-PAY_B4F3FA38
PAY_F64AA2C0,ORD_3E89B396,MERCH_037,514300,INR,CAPTURED,2026-07-20T09:23:26Z,REF-PAY_B4F3FA38
PAY_655FBFF3,ORD_B3681179,MERCH_039,1677200,INR,CAPTURED,2026-08-06T00:03:34Z,REF-PAY_655FBFF3
PAY_3AE471F5,ORD_3B63B844,MERCH_026,1856200,INR,CAPTURED,2026-08-12T08:37:29Z,REF-PAY_3AE471F5
PAY_44E92CD7,ORD_1D592C75,MERCH_047,1561400,INR,CAPTURED,2026-07-24T16:48:13Z,REF-PAY_44E92CD7
PAY_6F9C5619,ORD_37376C6B,MERCH_040,1811700,INR,CAPTURED,2026-08-19T22:21:21Z,REF-PAY_6F9C5619
PAY_DEC2E9DF,ORD_F05A984E,MERCH_045,1840000,INR,CAPTURED,2026-08-27T19:16:57Z,REF-PAY_DEC2E9DF
PAY_AFDF9334,ORD_8CADCE4E,MERCH_029,414300,INR,CAPTURED,2026-07-19T21:56:40Z,REF-PAY_AFDF9334
PAY_46A7FB0A,ORD_8CADCE4E,MERCH_029,414300,INR,CAPTURED,2026-07-19T21:56:40Z,REF-PAY_AFDF9334
PAY_73520B64,ORD_4AF635DC,MERCH_014,311600,INR,CAPTURED,2026-07-06T11:07:40Z,REF-PAY_73520B64
PAY_616B06FC,ORD_6EDC7121,MERCH_030,79300,INR,CAPTURED,2026-07-31T16:46:20Z,REF-PAY_616B06FC
PAY_818CCE7B,ORD_3157AA47,MERCH_033,1322500,INR,CAPTURED,2026-08-22T09:28:31Z,REF-PAY_818CCE7B
PAY_E986CC70,ORD_26859F43,MERCH_044,622500,INR,CAPTURED,2026-07-18T07:20:06Z,REF-PAY_E986CC70
PAY_AA9E7C7C,ORD_26859F43,MERCH_044,622500,INR,CAPTURED,2026-07-18T07:20:06Z,REF-PAY_E986CC70
PAY_4F584757,ORD_C1A1DBCD,MERCH_024,737600,INR,CAPTURED,2026-08-12T20:23:16Z,REF-PAY_4F584757
PAY_0B43D898,ORD_2FE10EC0,MERCH_003,86800,INR,CAPTURED,2026-08-15T16:00:07Z,REF-PAY_0B43D898
PAY_5D2194C2,ORD_15312F7F,MERCH_010,1068900,INR,CAPTURED,2026-07-09T22:01:14Z,REF-PAY_5D2194C2
PAY_A87287B5,ORD_15312F7F,MERCH_010,1068900,INR,CAPTURED,2026-07-09T22:01:14Z,REF-PAY_5D2194C2
PAY_BF34E735,ORD_FFF19A10,MERCH_039,1805900,INR,CAPTURED,2026-07-22T00:38:53Z,REF-PAY_BF34E735
PAY_F2A0F56E,ORD_C33AC247,MERCH_042,444700,INR,CAPTURED,2026-08-31T17:39:35Z,REF-PAY_F2A0F56E
PAY_D424CAAA,ORD_F558B4C1,MERCH_036,84900,INR,CAPTURED,2026-08-09T20:53:54Z,REF-PAY_D424CAAA
PAY_C45435DD,ORD_07B0EE90,MERCH_037,1833200,INR,CAPTURED,2026-08-08T06:33:53Z,REF-PAY_C45435DD
PAY_25A0CE1C,ORD_119D7C35,MERCH_036,552200,INR,CAPTURED,2026-08-03T14:06:51Z,REF-PAY_25A0CE1C
PAY_1050B39F,ORD_6CA4A5E8,MERCH_004,224300,INR,CAPTURED,2026-08-12T14:43:36Z,REF-PAY_1050B39F
PAY_ED2A1461,ORD_8D6F5C52,MERCH_024,304200,INR,CAPTURED,2026-07-07T16:41:00Z,REF-PAY_ED2A1461
PAY_70119FB3,ORD_DFD81649,MERCH_015,400800,INR,CAPTURED,2026-08-11T17:03:38Z,REF-PAY_70119FB3
PAY_8CF6E7F0,ORD_A7987BAE,MERCH_011,706000,INR,CAPTURED,2026-07-28T05:57:08Z,REF-PAY_8CF6E7F0
PAY_85762D36,ORD_42EA01D8,MERCH_040,1486400,INR,CAPTURED,2026-07-21T11:43:50Z,REF-PAY_85762D36
PAY_FF419BA0,ORD_733CC016,MERCH_023,1277000,INR,CAPTURED,2026-08-23T08:24:49Z,REF-PAY_FF419BA0
PAY_8933EFFF,ORD_1257AB5E,MERCH_034,1250800,INR,CAPTURED,2026-08-30T10:23:54Z,REF-PAY_8933EFFF
PAY_44DA2139,ORD_2F214B87,MERCH_004,537700,INR,CAPTURED,2026-08-22T10:17:52Z,REF-PAY_44DA2139
PAY_0E5E2782,ORD_31CBFCBA,MERCH_043,351800,INR,CAPTURED,2026-08-29T08:48:12Z,REF-PAY_0E5E2782
PAY_ECA48CE5,ORD_7EA21099,MERCH_005,1692100,INR,CAPTURED,2026-07-25T14:33:53Z,REF-PAY_ECA48CE5
PAY_F3C5FC13,ORD_6E5A978B,MERCH_033,260800,INR,CAPTURED,2026-08-25T02:06:36Z,REF-PAY_F3C5FC13
PAY_03C17A5A,ORD_C8C24E5E,MERCH_022,1693800,INR,CAPTURED,2026-07-29T02:22:05Z,REF-PAY_03C17A5A
PAY_244CC307,ORD_24EC7F70,MERCH_049,586400,INR,CAPTURED,2026-08-20T10:52:04Z,REF-PAY_244CC307
PAY_C909FDCA,ORD_99EE5EA9,MERCH_015,167300,INR,CAPTURED,2026-08-08T04:20:36Z,REF-PAY_C909FDCA
PAY_8BCE7667,ORD_328F1FE3,MERCH_036,1285600,INR,CAPTURED,2026-08-08T23:06:54Z,REF-PAY_8BCE7667
PAY_171D56DB,ORD_13BFDE12,MERCH_018,1866100,INR,CAPTURED,2026-07-29T17:22:22Z,REF-PAY_171D56DB
PAY_D474ABD6,ORD_080D6EFE,MERCH_012,46900,INR,CAPTURED,2026-08-31T03:48:14Z,REF-PAY_D474ABD6
PAY_5D6FC2DF,ORD_AE985EE5,MERCH_041,378800,INR,CAPTURED,2026-07-11T06:46:20Z,REF-PAY_5D6FC2DF
PAY_C0DE6B38,ORD_45F71044,MERCH_011,26000,INR,CAPTURED,2026-08-02T14:15:56Z,REF-PAY_C0DE6B38
PAY_9ED063BF,ORD_4FBC22E7,MERCH_008,1489800,INR,CAPTURED,2026-08-27T08:44:12Z,REF-PAY_9ED063BF
PAY_E30896C7,ORD_10B1D4FC,MERCH_029,842700,INR,CAPTURED,2026-08-13T10:08:10Z,REF-PAY_E30896C7
PAY_26CA18A1,ORD_1307609D,MERCH_036,1633800,INR,CAPTURED,2026-07-01T07:04:53Z,REF-PAY_26CA18A1
PAY_2AE3B684,ORD_56846AD3,MERCH_021,1597600,INR,CAPTURED,2026-08-07T00:00:37Z,REF-PAY_2AE3B684
PAY_F624F34B,ORD_367B0A30,MERCH_022,1773700,INR,CAPTURED,2026-08-19T17:00:46Z,REF-PAY_F624F34B
PAY_C817F232,ORD_FCB470A1,MERCH_047,1337200,INR,CAPTURED,2026-07-16T04:46:18Z,REF-PAY_C817F232
PAY_63D05C34,ORD_B3F9E8EB,MERCH_042,616400,INR,CAPTURED,2026-07-09T01:52:22Z,REF-PAY_63D05C34
PAY_758C7AE6,ORD_A058B193,MERCH_037,1650800,INR,CAPTURED,2026-07-10T18:11:38Z,REF-PAY_758C7AE6
PAY_AEECA0C2,ORD_A058B193,MERCH_037,1650800,INR,CAPTURED,2026-07-10T18:11:38Z,REF-PAY_758C7AE6
PAY_683EEAF7,ORD_8DBB79AA,MERCH_014,1534700,INR,CAPTURED,2026-08-01T14:42:24Z,REF-PAY_683EEAF7
PAY_6EB6F211,ORD_5CF8FEB3,MERCH_011,407500,INR,CAPTURED,2026-07-03T12:34:22Z,REF-PAY_6EB6F211
PAY_72C59413,ORD_7DE78A28,MERCH_040,926000,INR,CAPTURED,2026-07-12T15:20:43Z,REF-PAY_72C59413
PAY_F7B2C13E,ORD_A9FC7165,MERCH_031,514000,INR,CAPTURED,2026-08-10T01:33:01Z,REF-PAY_F7B2C13E
PAY_5755021E,ORD_E4BA6BDE,MERCH_024,410300,INR,CAPTURED,2026-08-27T18:39:04Z,REF-PAY_5755021E
PAY_A8D3E4B4,ORD_1DEF038E,MERCH_031,249600,INR,CAPTURED,2026-07-30T14:33:42Z,REF-PAY_A8D3E4B4
PAY_EDF7E825,ORD_4FE1252E,MERCH_033,500400,INR,CAPTURED,2026-08-17T03:42:16Z,REF-PAY_EDF7E825
PAY_0AF57D76,ORD_808E6EE7,MERCH_011,1477200,INR,CAPTURED,2026-08-22T16:06:57Z,REF-PAY_0AF57D76
PAY_18BD1C17,ORD_52C6BBBF,MERCH_009,1178600,INR,CAPTURED,2026-08-08T23:41:51Z,REF-PAY_18BD1C17
PAY_6FF9D773,ORD_C91C8887,MERCH_032,940300,INR,CAPTURED,2026-08-30T11:27:56Z,REF-PAY_6FF9D773
PAY_5A296F20,ORD_C91C8887,MERCH_032,940300,INR,CAPTURED,2026-08-30T11:27:56Z,REF-PAY_6FF9D773
PAY_D0FF8EF9,ORD_04A90905,MERCH_017,1117600,INR,CAPTURED,2026-07-15T12:17:33Z,REF-PAY_D0FF8EF9
PAY_9E915665,ORD_4E63A1D3,MERCH_019,826400,INR,CAPTURED,2026-08-27T22:29:49Z,REF-PAY_9E915665
PAY_FB1AF2A3,ORD_6BFF2D22,MERCH_031,1153400,INR,CAPTURED,2026-08-04T18:39:21Z,REF-PAY_FB1AF2A3
PAY_5909CE57,ORD_B69175CC,MERCH_011,24300,INR,CAPTURED,2026-08-24T04:41:40Z,REF-PAY_5909CE57
PAY_BE81E740,ORD_A4070407,MERCH_021,562900,INR,CAPTURED,2026-07-01T06:44:30Z,REF-PAY_BE81E740
PAY_61043A0D,ORD_E0D37A2C,MERCH_016,344000,INR,CAPTURED,2026-07-02T21:10:34Z,REF-PAY_61043A0D
PAY_EBC8FCDC,ORD_E832BD67,MERCH_031,1920500,INR,CAPTURED,2026-07-11T21:47:40Z,REF-PAY_EBC8FCDC
PAY_F65FCF42,ORD_A2888109,MERCH_040,668200,INR,CAPTURED,2026-08-15T11:38:20Z,REF-PAY_F65FCF42
PAY_8B3B74A2,ORD_EBF40834,MERCH_040,1100700,INR,CAPTURED,2026-09-01T18:14:50Z,REF-PAY_8B3B74A2
PAY_53620FF0,ORD_ECBF46FF,MERCH_034,733900,INR,CAPTURED,2026-07-23T10:14:34Z,REF-PAY_53620FF0
PAY_4F46C66F,ORD_A448D6BF,MERCH_039,1368000,INR,CAPTURED,2026-07-06T09:43:03Z,REF-PAY_4F46C66F
PAY_26FEED20,ORD_210C7D28,MERCH_041,199200,INR,CAPTURED,2026-07-14T13:32:34Z,REF-PAY_26FEED20
PAY_AF5F8E4E,ORD_20569309,MERCH_003,498000,INR,CAPTURED,2026-08-13T01:52:33Z,REF-PAY_AF5F8E4E
PAY_322B98B8,ORD_20569309,MERCH_003,498000,INR,CAPTURED,2026-08-13T01:52:33Z,REF-PAY_AF5F8E4E
PAY_2D673A3B,ORD_7F5A517C,MERCH_046,1912000,INR,CAPTURED,2026-08-06T15:10:29Z,REF-PAY_2D673A3B
PAY_65F07A40,ORD_CB0CCA01,MERCH_002,130800,INR,CAPTURED,2026-08-08T00:14:17Z,REF-PAY_65F07A40
PAY_120CB503,ORD_D51E596C,MERCH_005,324200,INR,CAPTURED,2026-08-07T22:36:43Z,REF-PAY_120CB503
PAY_7CC480CC,ORD_E2C50E61,MERCH_029,889100,INR,CAPTURED,2026-08-25T12:08:40Z,REF-PAY_7CC480CC
PAY_D46BD4B4,ORD_106F265C,MERCH_014,1850100,INR,CAPTURED,2026-08-02T21:38:26Z,REF-PAY_D46BD4B4
PAY_56EEE4D3,ORD_07177E4D,MERCH_015,109700,INR,CAPTURED,2026-08-20T09:51:21Z,REF-PAY_56EEE4D3
PAY_F189DC23,ORD_92EA9A60,MERCH_045,1169700,INR,CAPTURED,2026-07-31T22:40:27Z,REF-PAY_F189DC23
PAY_184B9F01,ORD_37EDDF00,MERCH_030,1012600,INR,CAPTURED,2026-08-09T12:58:55Z,REF-PAY_184B9F01
PAY_70E0B0F3,ORD_D658539F,MERCH_033,635700,INR,CAPTURED,2026-07-02T23:03:10Z,REF-PAY_70E0B0F3
PAY_B34B26A6,ORD_4932CB89,MERCH_043,206200,INR,CAPTURED,2026-07-20T22:50:42Z,REF-PAY_B34B26A6
PAY_634F6442,ORD_1A354858,MERCH_036,1221300,INR,CAPTURED,2026-07-16T18:40:15Z,REF-PAY_634F6442
PAY_9C595616,ORD_1D2E5FA2,MERCH_024,1151500,INR,CAPTURED,2026-07-04T05:57:10Z,REF-PAY_9C595616
PAY_DDD88D68,ORD_DBFBE4EE,MERCH_033,1007000,INR,CAPTURED,2026-08-13T10:56:59Z,REF-PAY_DDD88D68
PAY_52189497,ORD_4B0824CD,MERCH_020,1390100,INR,CAPTURED,2026-08-09T05:50:02Z,REF-PAY_52189497
PAY_9373E911,ORD_E1F28FE5,MERCH_020,1454100,INR,CAPTURED,2026-08-13T21:23:11Z,REF-PAY_9373E911
PAY_62F13022,ORD_A3DE9C8C,MERCH_022,1886800,INR,CAPTURED,2026-07-30T02:15:18Z,REF-PAY_62F13022
PAY_E1778F16,ORD_989EABD4,MERCH_023,362900,INR,CAPTURED,2026-08-22T13:44:12Z,REF-PAY_E1778F16
PAY_0F9BA376,ORD_72157726,MERCH_024,183300,INR,CAPTURED,2026-07-27T11:18:20Z,REF-PAY_0F9BA376
PAY_A952D70F,ORD_81045E29,MERCH_049,1100900,INR,CAPTURED,2026-07-12T11:10:25Z,REF-PAY_A952D70F
PAY_04D248EE,ORD_1D18F442,MERCH_030,1882000,INR,CAPTURED,2026-08-15T17:38:18Z,REF-PAY_04D248EE
PAY_00318747,ORD_11B5111E,MERCH_011,1509000,INR,CAPTURED,2026-08-27T18:39:48Z,REF-PAY_00318747
PAY_31266114,ORD_6542E835,MERCH_012,598800,INR,CAPTURED,2026-08-25T02:20:45Z,REF-PAY_31266114
PAY_D9BE7C53,ORD_6898592D,MERCH_020,481100,INR,CAPTURED,2026-07-05T03:39:27Z,REF-PAY_D9BE7C53
PAY_E8DF9A16,ORD_D287962E,MERCH_003,1402800,INR,CAPTURED,2026-07-02T21:22:25Z,REF-PAY_E8DF9A16
PAY_D4356BBE,ORD_16C0E566,MERCH_044,1330300,INR,CAPTURED,2026-07-17T15:13:40Z,REF-PAY_D4356BBE
PAY_FE909AE8,ORD_6E40897F,MERCH_005,1298500,INR,CAPTURED,2026-07-15T17:28:30Z,REF-PAY_FE909AE8
PAY_982C5B43,ORD_3F773DED,MERCH_043,30000000,INR,CAPTURED,2026-07-23T03:51:38Z,REF-PAY_982C5B43
PAY_87965BEF,ORD_64C5C824,MERCH_041,790100,INR,CAPTURED,2026-08-26T14:32:25Z,REF-PAY_87965BEF
PAY_60A94ED9,ORD_2473037B,MERCH_007,1732000,INR,CAPTURED,2026-07-20T07:35:28Z,REF-PAY_60A94ED9
PAY_173BCD7C,ORD_5EFDCC6F,MERCH_012,1509400,INR,CAPTURED,2026-07-07T11:21:54Z,REF-PAY_173BCD7C
PAY_84C6A220,ORD_95C36EC5,MERCH_024,493200,INR,CAPTURED,2026-07-17T01:19:34Z,REF-PAY_84C6A220
PAY_0416A2A8,ORD_19C01580,MERCH_047,1971700,INR,CAPTURED,2026-07-30T00:54:46Z,REF-PAY_0416A2A8
PAY_D20D9345,ORD_DC2F9692,MERCH_004,295200,INR,CAPTURED,2026-07-05T21:22:40Z,REF-PAY_D20D9345
PAY_61916E08,ORD_86A0E47B,MERCH_017,1973300,INR,CAPTURED,2026-08-24T11:46:09Z,REF-PAY_61916E08
PAY_B6B89C0E,ORD_38A70B97,MERCH_020,675900,INR,CAPTURED,2026-07-24T14:45:00Z,REF-PAY_B6B89C0E
PAY_3ADD2837,ORD_1C1EE22C,MERCH_044,882000,INR,CAPTURED,2026-07-01T05:08:44Z,REF-PAY_3ADD2837
PAY_2E0848BF,ORD_A0E7FAAE,MERCH_031,1405800,INR,CAPTURED,2026-07-02T14:39:44Z,REF-PAY_2E0848BF
PAY_9678D497,ORD_6416C680,MERCH_016,67200,INR,CAPTURED,2026-08-21T03:47:56Z,REF-PAY_9678D497
PAY_3159B839,ORD_D3E82A86,MERCH_024,1720400,INR,CAPTURED,2026-07-09T01:58:54Z,REF-PAY_3159B839
PAY_9359ED12,ORD_9D920ADA,MERCH_037,37300,INR,CAPTURED,2026-08-22T00:08:13Z,REF-PAY_9359ED12
PAY_3C723E0F,ORD_973B8B12,MERCH_034,940900,INR,CAPTURED,2026-08-29T21:44:11Z,REF-PAY_3C723E0F
PAY_FC902D57,ORD_2F55CB03,MERCH_045,629000,INR,CAPTURED,2026-07-19T04:25:37Z,REF-PAY_FC902D57
PAY_5E878E8F,ORD_EC51189A,MERCH_009,1747400,INR,CAPTURED,2026-08-20T20:55:47Z,REF-PAY_5E878E8F
PAY_54B5FF1B,ORD_495EC5DE,MERCH_029,453500,INR,CAPTURED,2026-09-01T08:32:19Z,REF-PAY_54B5FF1B
PAY_15BBC171,ORD_9E15133F,MERCH_007,741100,INR,CAPTURED,2026-07-21T17:32:01Z,REF-PAY_15BBC171
PAY_2AE79BC7,ORD_4FED945C,MERCH_027,1874000,INR,CAPTURED,2026-08-31T15:52:57Z,REF-PAY_2AE79BC7
PAY_8891B4E1,ORD_59A8B32B,MERCH_048,989800,INR,CAPTURED,2026-08-13T04:26:45Z,REF-PAY_8891B4E1
PAY_54714A50,ORD_18F85823,MERCH_017,1587400,INR,CAPTURED,2026-07-06T12:44:42Z,REF-PAY_54714A50
PAY_077F7C0C,ORD_18F85823,MERCH_017,1587400,INR,CAPTURED,2026-07-06T12:44:42Z,REF-PAY_54714A50
PAY_6E5BDA99,ORD_640AA93C,MERCH_033,194000,INR,CAPTURED,2026-07-08T17:59:50Z,REF-PAY_6E5BDA99
PAY_D306CF79,ORD_F911A5BE,MERCH_026,800400,INR,CAPTURED,2026-08-08T23:03:36Z,REF-PAY_D306CF79
PAY_D0C6B58E,ORD_A517FDA2,MERCH_037,1410300,INR,CAPTURED,2026-08-11T01:20:03Z,REF-PAY_D0C6B58E
PAY_7C1790B2,ORD_2F2BBC59,MERCH_035,1999100,INR,CAPTURED,2026-07-21T17:41:24Z,REF-PAY_7C1790B2
PAY_99295BD4,ORD_FCAEC2C5,MERCH_020,1727600,INR,CAPTURED,2026-07-03T01:01:48Z,REF-PAY_99295BD4
PAY_C47047CB,ORD_082196A6,MERCH_043,905000,INR,CAPTURED,2026-07-12T23:14:57Z,REF-PAY_C47047CB
PAY_57782B16,ORD_082196A6,MERCH_043,905000,INR,CAPTURED,2026-07-12T23:14:57Z,REF-PAY_C47047CB
PAY_4682BE3E,ORD_B0666BA4,MERCH_007,1383600,INR,CAPTURED,2026-07-05T19:09:47Z,REF-PAY_4682BE3E
PAY_BAA63509,ORD_A32BC2D9,MERCH_007,1780100,INR,CAPTURED,2026-08-02T02:22:11Z,REF-PAY_BAA63509
PAY_8FBE2DF4,ORD_F2DE32D2,MERCH_017,1197700,INR,CAPTURED,2026-08-22T20:05:53Z,REF-PAY_8FBE2DF4
PAY_5D2A4F50,ORD_99C920E9,MERCH_040,864300,INR,CAPTURED,2026-08-11T16:10:58Z,REF-PAY_5D2A4F50
PAY_7276F02A,ORD_0BC69701,MERCH_028,1442600,INR,CAPTURED,2026-07-08T10:38:06Z,REF-PAY_7276F02A
PAY_47F3A6BA,ORD_37F63490,MERCH_024,1386600,INR,CAPTURED,2026-07-25T07:59:26Z,REF-PAY_47F3A6BA
PAY_5CF172B9,ORD_6D662D89,MERCH_012,132100,INR,CAPTURED,2026-07-22T17:29:27Z,REF-PAY_5CF172B9
PAY_454207E4,ORD_828D3A0D,MERCH_004,895800,INR,CAPTURED,2026-08-02T00:09:14Z,REF-PAY_454207E4
