bank_txn_id,amount,currency,type,transaction_date,description,reference
BNK_0D107FB3,224194,INR,CREDIT,2026-09-02T04:24:40Z,SETTLEMENT SET_2DE005C7,SET_2DE005C7
BNK_AC93207A,1655688,INR,CREDIT,2026-08-22T12:34:01Z,SETTLEMENT SET_6719262F,SET_6719262F
BNK_8F59C930,825156,INR,CREDIT,2026-08-06T10:35:13Z,SETTLEMENT SET_E965094E,SET_E965094E
BNK_8F317332,-6985,INR,CREDIT,2026-08-19T11:34:17Z,SETTLEMENT SET_13FA4B3F,SET_13FA4B3F
BNK_193F0AE5,-3419,INR,CREDIT,2026-07-12T08:28:41Z,SETTLEMENT SET_0A8FC452,SET_0A8FC452
BNK_425BE206,195183,INR,CREDIT,2026-08-08T20:45:37Z,SETTLEMENT SET_E05CF2E6,SET_E05CF2E6
BNK_45784726,-27432,INR,CREDIT,2026-07-08T13:10:11Z,SETTLEMENT SET_28CD41F3,SET_28CD41F3
BNK_BEF75D38,621867,INR,CREDIT,2026-08-11T02:45:31Z,SETTLEMENT SET_CB6C869D,SET_CB6C869D
BNK_A5D222E2,58584000,INR,CREDIT,2026-07-12T19:10:14Z,SETTLEMENT SET_EBBE3CAA,SET_EBBE3CAA
BNK_1772A228,1494283,INR,CREDIT,2026-08-27T08:42:10Z,SETTLEMENT SET_B65EA3FD,SET_B65EA3FD
BNK_A5096A3F,5370200,INR,CREDIT,2026-07-09T08:02:19Z,SETTLEMENT SET_8D845408,SET_8D845408
BNK_E652FC0C,1712558,INR,CREDIT,2026-08-18T00:11:00Z,SETTLEMENT SET_BC63B685,SET_BC63B685
BNK_7B1C45D5,1695129,INR,CREDIT,2026-07-13T13:04:29Z,SETTLEMENT SET_66919805,SET_66919805
BNK_3B8F430E,1079704,INR,CREDIT,2026-07-17T10:50:16Z,SETTLEMENT SET_A5EABF88,SET_A5EABF88
BNK_9552DD13,-25388,INR,CREDIT,2026-07-24T10:18:21Z,SETTLEMENT SET_7AD86D88,SET_7AD86D88
BNK_0AEB54CB,63174,INR,CREDIT,2026-08-19T11:17:07Z,SETTLEMENT SET_05629DD8,SET_05629DD8
BNK_C6982A80,137185,INR,CREDIT,2026-07-26T10:29:19Z,SETTLEMENT SET_78492D48,SET_78492D48
BNK_9F42884D,756125,INR,CREDIT,2026-08-22T15:10:43Z,SETTLEMENT SET_8EC861AF,SET_8EC861AF
BNK_B082ED4D,296655,INR,CREDIT,2026-07-13T14:51:34Z,SETTLEMENT SET_B128FBED,SET_B128FBED
BNK_11D73AF4,1710946,INR,CREDIT,2026-08-25T01:00:13Z,SETTLEMENT SET_C03E296F,SET_C03E296F
BNK_55945BA2,1154984,INR,CREDIT,2026-07-11T02:06:03Z,SETTLEMENT SET_1078F3E9,SET_1078F3E9
BNK_763BE1F2,198210,INR,CREDIT,2026-09-03T07:49:12Z,SETTLEMENT SET_26E5A90C,SET_26E5A90C
BNK_1C58CA19,1445756,INR,CREDIT,2026-08-21T01:41:49Z,SETTLEMENT SET_373327EF,SET_373327EF
BNK_BA36D98A,401691,INR,CREDIT,2026-08-01T23:50:54Z,SETTLEMENT SET_6AECFF08,SET_6AECFF08
BNK_65225EB3,982064,INR,CREDIT,2026-08-20T08:49:03Z,SETTLEMENT SET_13F3FB42,SET_13F3FB42
BNK_475E4846,765889,INR,CREDIT,2026-08-29T20:55:23Z,SETTLEMENT SET_94F7A1FE,SET_94F7A1FE
BNK_220819C5,1887236,INR,CREDIT,2026-07-04T08:41:45Z,SETTLEMENT SET_2B717498,SET_2B717498
BNK_814918D3,510560,INR,CREDIT,2026-07-25T19:15:43Z,SETTLEMENT SET_106B9DCB,SET_106B9DCB
BNK_4520849C,548542,INR,CREDIT,2026-07-17T16:59:10Z,SETTLEMENT SET_923B0347,SET_923B0347
BNK_95865F29,1046408,INR,CREDIT,2026-08-07T19:36:23Z,SETTLEMENT SET_1E63B952,SET_1E63B952
BNK_6ECC9CD6,1001689,INR,CREDIT,2026-07-25T05:51:19Z,SETTLEMENT SET_814BB2AE,SET_814BB2AE
BNK_2700A331,140872,INR,CREDIT,2026-08-02T22:46:17Z,SETTLEMENT SET_8A48B7D3,SET_8A48B7D3
BNK_72459A87,264214,INR,CREDIT,2026-08-02T18:24:19Z,SETTLEMENT SET_885325AB,SET_885325AB
BNK_54731647,187893,INR,CREDIT,2026-09-01T12:26:41Z,SETTLEMENT SET_5E63BB22,SET_5E63BB22
BNK_6A91B053,103647,INR,CREDIT,2026-07-11T19:37:09Z,SETTLEMENT SET_ECB39DA2,SET_ECB39DA2
BNK_F0227C33,1925266,INR,CREDIT,2026-08-18T10:30:13Z,SETTLEMENT SET_33FBE5DD,SET_33FBE5DD
BNK_31C8326C,1428376,INR,CREDIT,2026-07-06T15:07:24Z,SETTLEMENT SET_E7C1EEEF,SET_E7C1EEEF
BNK_79A89098,801115,INR,CREDIT,2026-07-22T18:11:25Z,SETTLEMENT SET_C56ACDB7,SET_C56ACDB7
BNK_B4C1EB30,552057,INR,CREDIT,2026-09-02T15:24:31Z,SETTLEMENT SET_7AB15E7F,SET_7AB15E7F
BNK_C95EA5FE,1495745,INR,CREDIT,2026-07-03T14:21:29Z,SETTLEMENT SET_5A4998BF,SET_5A4998BF
BNK_532D7A1B,-2232,INR,CREDIT,2026-09-01T15:48:04Z,SETTLEMENT SET_BEB6180C,SET_BEB6180C
BNK_7F39659D,1791692,INR,CREDIT,2026-07-22T10:43:44Z,SETTLEMENT SET_313981A3,SET_313981A3
BNK_EA9D7886,372497,INR,CREDIT,2026-07-09T09:44:50Z,SETTLEMENT SET_DA52C2AD,SET_DA52C2AD
BNK_746E0AD9,607112,INR,CREDIT,2026-07-23T02:33:07Z,SETTLEMENT SET_4D3646F7,SET_4D3646F7
BNK_84E00899,1950552,INR,CREDIT,2026-08-04T05:50:09Z,SETTLEMENT SET_3EC42BC7,SET_3EC42BC7
BNK_7B1416D7,1271664,INR,CREDIT,2026-08-19T23:46:33Z,SETTLEMENT SET_C1FB72BC,SET_C1FB72BC
BNK_5DF21BB7,796352,INR,CREDIT,2026-07-03T13:46:36Z,SETTLEMENT SET_67517029,SET_67517029
BNK_C2875078,1202131,INR,CREDIT,2026-08-05T17:04:34Z,SETTLEMENT SET_4944955E,SET_4944955E
BNK_B68211C9,1851645,INR,CREDIT,2026-08-04T11:25:33Z,SETTLEMENT SET_A94F882F,SET_A94F882F
BNK_18A2A2C5,592968,INR,CREDIT,2026-07-26T05:50:17Z,SETTLEMENT SET_7E45BCB4,SET_7E45BCB4
BNK_B3F3C2C5,545515,INR,CREDIT,2026-07-18T14:19:16Z,SETTLEMENT SET_AF79A409,SET_AF79A409
BNK_910983B4,405206,INR,CREDIT,2026-08-23T22:37:15Z,SETTLEMENT SET_2CAFFD10,SET_2CAFFD10
BNK_6C2E8D5E,185907,INR,CREDIT,2026-07-16T05:12:06Z,SETTLEMENT SET_9ECE99B9,SET_9ECE99B9
BNK_860DE509,1562533,INR,CREDIT,2026-08-08T16:55:28Z,SETTLEMENT SET_3CE7C386,SET_3CE7C386
BNK_4687C956,789225,INR,CREDIT,2026-08-11T17:33:00Z,SETTLEMENT SET_0B765D5B,SET_0B765D5B
BNK_7EA51F9B,29292000,INR,CREDIT,2026-07-17T12:18:45Z,SETTLEMENT SET_A5B26267,SET_A5B26267
BNK_6755609F,565238,INR,CREDIT,2026-07-12T13:32:10Z,SETTLEMENT SET_E17EDC43,SET_E17EDC43
BNK_595361F1,44036,INR,CREDIT,2026-08-06T10:40:34Z,SETTLEMENT SET_E2001712,SET_E2001712
BNK_43C6906B,1536366,INR,CREDIT,2026-07-08T19:54:33Z,SETTLEMENT SET_1ADA2748,SET_1ADA2748
BNK_DB8DAE0C,1092983,INR,CREDIT,2026-07-29T22:39:05Z,SETTLEMENT SET_6507695D,SET_6507695D
BNK_4437DC97,58584000,INR,CREDIT,2026-08-29T19:31:40Z,SETTLEMENT SET_2B9C6A76,SET_2B9C6A76
BNK_2D4F08B5,1601785,INR,CREDIT,2026-08-31T06:17:00Z,SETTLEMENT SET_EFC87294,SET_EFC87294
BNK_E647ED7E,368299,INR,CREDIT,2026-08-22T01:06:02Z,SETTLEMENT SET_C115025C,SET_C115025C
BNK_277CE88F,1377701,INR,CREDIT,2026-08-19T07:28:21Z,SETTLEMENT SET_7CFB86A8,SET_7CFB86A8
BNK_350B0AA2,1288360,INR,CREDIT,2026-07-22T02:58:19Z,SETTLEMENT SET_3F371D0E,SET_3F371D0E
BNK_D9880080,1775584,INR,CREDIT,2026-07-09T14:14:41Z,SETTLEMENT SET_93D92A5F,SET_93D92A5F
BNK_EFAF9931,678110,INR,CREDIT,2026-07-25T05:24:38Z,SETTLEMENT SET_2FC8941C,SET_2FC8941C
BNK_790CBBBE,-30580,INR,CREDIT,2026-08-20T01:11:05Z,SETTLEMENT SET_E69E9B78,SET_E69E9B78
BNK_FF37BFB8,45208,INR,CREDIT,2026-08-05T05:44:05Z,SETTLEMENT SET_73499418,SET_73499418
BNK_82C63270,1619946,INR,CREDIT,2026-07-30T20:34:00Z,SETTLEMENT SET_EEF7B8FA,SET_EEF7B8FA
BNK_856D4148,572561,INR,CREDIT,2026-08-12T17:47:44Z,SETTLEMENT SET_0DA73446,SET_0DA73446
BNK_3B59F20C,709979,INR,CREDIT,2026-07-05T09:52:49Z,SETTLEMENT SET_D838EAFD,SET_D838EAFD
BNK_5E83D6BD,1882304,INR,CREDIT,2026-07-16T20:30:15Z,SETTLEMENT SET_32C3CF67,SET_32C3CF67
BNK_CFFA10C8,-41576,INR,CREDIT,2026-07-30T03:55:20Z,SETTLEMENT SET_70DD142B,SET_70DD142B
BNK_8DC77239,1951191,INR,CREDIT,2026-08-01T08:40:42Z,SETTLEMENT SET_1967A1FA,SET_1967A1FA
BNK_B4DB52C3,1377799,INR,CREDIT,2026-07-30T02:31:00Z,SETTLEMENT SET_A50AA33F,SET_A50AA33F
BNK_422BEED2,365369,INR,CREDIT,2026-07-22T09:11:14Z,SETTLEMENT SET_FD2B261A,SET_FD2B261A
BNK_919843F2,1707138,INR,CREDIT,2026-08-24T02:12:26Z,SETTLEMENT SET_73C42A1D,SET_73C42A1D
BNK_216F149E,922698,INR,CREDIT,2026-08-26T16:12:52Z,SETTLEMENT SET_5C05DCA3,SET_5C05DCA3
BNK_D22DF343,1836316,INR,CREDIT,2026-07-25T01:23:55Z,SETTLEMENT SET_B05572A7,SET_B05572A7
BNK_02ABC49D,1237587,INR,CREDIT,2026-07-24T12:07:32Z,SETTLEMENT SET_E0A37A69,SET_E0A37A69
BNK_6645E558,888232,INR,CREDIT,2026-07-11T05:08:25Z,SETTLEMENT SET_A06E8B61,SET_A06E8B61
BNK_1E59EB59,231212,INR,CREDIT,2026-08-25T20:09:08Z,SETTLEMENT SET_CDC3DDBE,SET_CDC3DDBE
BNK_A0FB51CB,269585,INR,CREDIT,2026-08-13T18:14:33Z,SETTLEMENT SET_4C6ECCB0,SET_4C6ECCB0
BNK_70E3F903,1191013,INR,CREDIT,2026-08-27T08:51:11Z,SETTLEMENT SET_1A39C40E,SET_1A39C40E
BNK_488A731A,49895,INR,CREDIT,2026-08-30T11:55:49Z,SETTLEMENT SET_06E36DB3,SET_06E36DB3
BNK_E58AA732,1721589,INR,CREDIT,2026-07-10T21:22:06Z,SETTLEMENT SET_1F1A0EA2,SET_1F1A0EA2
BNK_CD2EE8B4,1069549,INR,CREDIT,2026-07-17T22:58:52Z,SETTLEMENT SET_19C6F90D,SET_19C6F90D
BNK_B68D06DB,289698,INR,CREDIT,2026-09-03T20:04:25Z,SETTLEMENT SET_4EBD9081,SET_4EBD9081
BNK_5D851E7B,32124,INR,CREDIT,2026-08-31T16:37:14Z,SETTLEMENT SET_8D975D85,SET_8D975D85
BNK_E3EBE933,1601004,INR,CREDIT,2026-07-12T21:16:43Z,SETTLEMENT SET_FA732C8B,SET_FA732C8B
BNK_0B8CFA61,1587627,INR,CREDIT,2026-08-03T04:11:23Z,SETTLEMENT SET_40E0165E,SET_40E0165E
BNK_E463B449,1067303,INR,CREDIT,2026-08-06T03:09:21Z,SETTLEMENT SET_D89830BF,SET_D89830BF
BNK_C692638C,1913452,INR,CREDIT,2026-08-30T16:17:56Z,SETTLEMENT SET_A62F01E5,SET_A62F01E5
BNK_3BD2C456,1585138,INR,CREDIT,2026-07-10T05:22:47Z,SETTLEMENT SET_CD8209F8,SET_CD8209F8
BNK_E90E15FD,1845006,INR,CREDIT,2026-08-31T04:47:38Z,SETTLEMENT SET_6AADCC2D,SET_6AADCC2D
BNK_72622D6D,1506683,INR,CREDIT,2026-08-20T10:02:39Z,SETTLEMENT SET_C44BD3BC,SET_C44BD3BC
BNK_89F68986,1180956,INR,CREDIT,2026-07-22T16:50:32Z,SETTLEMENT SET_FF19F071,SET_FF19F071
BNK_04D5D709,80942,INR,CREDIT,2026-08-28T16:19:02Z,SETTLEMENT SET_A5C6745C,SET_A5C6745C
BNK_16EF0924,78991,INR,CREDIT,2026-08-29T03:16:27Z,SETTLEMENT SET_3C725FD5,SET_3C725FD5
BNK_B8BD3A4A,-27132,INR,CREDIT,2026-07-22T10:46:33Z,SETTLEMENT SET_0FF6FC9F,SET_0FF6FC9F
BNK_282FDCA7,1721782,INR,CREDIT,2026-07-19T22:39:43Z,SETTLEMENT SET_A4AA406F,SET_A4AA406F
BNK_B7414719,781413,INR,CREDIT,2026-09-03T19:45:38Z,SETTLEMENT SET_DD071853,SET_DD071853
BNK_B2244A18,53410,INR,CREDIT,2026-07-19T15:53:22Z,SETTLEMENT SET_741CD436,SET_741CD436
BNK_1AD61699,1452591,INR,CREDIT,2026-08-10T17:44:06Z,SETTLEMENT SET_A48A0ADF,SET_A48A0ADF
BNK_06CB29DA,222910,INR,CREDIT,2026-07-10T09:48:20Z,SETTLEMENT SET_2029A850,SET_2029A850
BNK_F3972464,859428,INR,CREDIT,2026-08-29T04:57:01Z,SETTLEMENT SET_FE6655F4,SET_FE6655F4
BNK_20304162,893895,INR,CREDIT,2026-08-22T07:44:51Z,SETTLEMENT SET_ABBC2863,SET_ABBC2863
BNK_0C57F973,1848817,INR,CREDIT,2026-08-11T08:57:49Z,SETTLEMENT SET_BF19FFF2,SET_BF19FFF2
BNK_31921D46,172042,INR,CREDIT,2026-08-27T15:17:21Z,SETTLEMENT SET_1CAB817D,SET_1CAB817D
BNK_FA8B6289,308543,INR,CREDIT,2026-07-05T15:10:32Z,SETTLEMENT SET_4569A37C,SET_4569A37C
BNK_8AF1FEA6,86119,INR,CREDIT,2026-07-11T08:24:31Z,SETTLEMENT SET_0285A164,SET_0285A164
BNK_BA731967,864505,INR,CREDIT,2026-07-07T15:16:36Z,SETTLEMENT SET_773F9890,SET_773F9890
BNK_10BE9973,1555796,INR,CREDIT,2026-08-05T21:57:57Z,SETTLEMENT SET_4034AB64,SET_4034AB64
BNK_E33F8022,642717,INR,CREDIT,2026-07-26T07:31:57Z,SETTLEMENT SET_3D4149EE,SET_3D4149EE
BNK_58934C56,940078,INR,CREDIT,2026-07-13T16:59:16Z,SETTLEMENT SET_3C897EF4,SET_3C897EF4
BNK_6E0C7BD4,113946,INR,CREDIT,2026-07-15T02:57:15Z,SETTLEMENT SET_88AADCDA,SET_88AADCDA
BNK_F49D7294,1649921,INR,CREDIT,2026-08-25T22:31:19Z,SETTLEMENT SET_35EA0114,SET_35EA0114
BNK_35B3B8EB,1415488,INR,CREDIT,2026-07-27T20:03:42Z,SETTLEMENT SET_CD960130,SET_CD960130
BNK_1240418F,482342,INR,CREDIT,2026-08-01T19:11:18Z,SETTLEMENT SET_8B12E4AA,SET_8B12E4AA
BNK_52CDD113,558111,INR,CREDIT,2026-08-21T13:56:34Z,SETTLEMENT SET_FF88A5A8,SET_FF88A5A8
BNK_37BCEEB7,1066522,INR,CREDIT,2026-07-13T06:26:04Z,SETTLEMENT SET_5D13C742,SET_5D13C742
BNK_A6784756,1760743,INR,CREDIT,2026-08-07T20:56:49Z,SETTLEMENT SET_DF7EB2D8,SET_DF7EB2D8
BNK_2A8BD845,112141,INR,CREDIT,2026-07-08T20:47:17Z,SETTLEMENT SET_93B1A835,SET_93B1A835
BNK_C29BE59A,1128717,INR,CREDIT,2026-07-13T17:32:38Z,SETTLEMENT SET_9F0589CD,SET_9F0589CD
BNK_81B20098,139821,INR,CREDIT,2026-07-22T10:50:21Z,SETTLEMENT SET_B5F7FA3D,SET_B5F7FA3D
BNK_B8B9D785,1663543,INR,CREDIT,2026-07-03T13:36:14Z,SETTLEMENT SET_0ECEBF35,SET_0ECEBF35
BNK_73ED648F,180830,INR,CREDIT,2026-08-20T03:34:03Z,SETTLEMENT SET_A8F79F4F,SET_A8F79F4F
BNK_FB559141,1121005,INR,CREDIT,2026-07-05T08:13:55Z,SETTLEMENT SET_A60CA215,SET_A60CA215
BNK_C554A30C,1083219,INR,CREDIT,2026-08-25T05:27:52Z,SETTLEMENT SET_39EFC9FD,SET_39EFC9FD
BNK_D312F176,198600,INR,CREDIT,2026-08-16T09:43:15Z,SETTLEMENT SET_CA3EB9E3,SET_CA3EB9E3
BNK_87FFC072,1089420,INR,CREDIT,2026-08-18T15:38:44Z,SETTLEMENT SET_959ECD39,SET_959ECD39
BNK_542F1890,14912,INR,CREDIT,2026-07-22T16:39:30Z,SETTLEMENT SET_F0DD99CE,SET_F0DD99CE
BNK_0DA67EE9,14354,INR,CREDIT,2026-07-10T13:38:59Z,SETTLEMENT SET_0E6175B1,SET_0E6175B1
BNK_D6334528,1471533,INR,CREDIT,2026-07-08T21:05:40Z,SETTLEMENT SET_3DDD47BB,SET_3DDD47BB
BNK_D2FFD25E,848394,INR,CREDIT,2026-08-27T23:00:30Z,SETTLEMENT SET_E43F0F1C,SET_E43F0F1C
BNK_332ED80C,599645,INR,CREDIT,2026-08-27T14:56:32Z,SETTLEMENT SET_5C308E70,SET_5C308E70
BNK_AF57A705,961266,INR,CREDIT,2026-08-17T21:13:45Z,SETTLEMENT SET_2BFEEEA3,SET_2BFEEEA3
BNK_5AE6A593,915473,INR,CREDIT,2026-08-29T14:00:34Z,SETTLEMENT SET_1BB3C698,SET_1BB3C698
BNK_B6F58B1A,212367,INR,CREDIT,2026-07-17T11:38:25Z,SETTLEMENT SET_0EBD03E4,SET_0EBD03E4
BNK_F840DD31,1437261,INR,CREDIT,2026-08-31T13:38:37Z,SETTLEMENT SET_F885DDA2,SET_F885DDA2
BNK_ADAA0AF8,1331810,INR,CREDIT,2026-08-24T09:49:19Z,SETTLEMENT SET_9B095F1F,SET_9B095F1F
BNK_99D95C37,752317,INR,CREDIT,2026-08-29T05:00:37Z,SETTLEMENT SET_DD50BDBE,SET_DD50BDBE
BNK_D86B4FB7,48312,INR,CREDIT,2026-07-07T22:59:55Z,SETTLEMENT SET_ABFE1797,SET_ABFE1797
BNK_29ABA3AA,93833,INR,CREDIT,2026-08-10T02:00:25Z,SETTLEMENT SET_B99422DA,SET_B99422DA
BNK_B29C45C9,214613,INR,CREDIT,2026-08-09T16:09:26Z,SETTLEMENT SET_C862BF87,SET_C862BF87
BNK_0475C335,1654413,INR,CREDIT,2026-07-18T18:02:54Z,SETTLEMENT SET_561DE9D2,SET_561DE9D2
BNK_72210D5E,135427,INR,CREDIT,2026-08-25T16:19:17Z,SETTLEMENT SET_FF87676E,SET_FF87676E
BNK_7DD4C0EA,903854,INR,CREDIT,2026-08-05T08:33:13Z,SETTLEMENT SET_F8563967,SET_F8563967
BNK_DD025445,988215,INR,CREDIT,2026-08-12T00:44:42Z,SETTLEMENT SET_6716CCDE,SET_6716CCDE
BNK_A5728E13,1547302,INR,CREDIT,2026-07-23T15:01:57Z,SETTLEMENT SET_FE2B55EA,SET_FE2B55EA
BNK_AF690303,365467,INR,CREDIT,2026-08-16T05:16:52Z,SETTLEMENT SET_A2E48810,SET_A2E48810
BNK_98A610DE,686507,INR,CREDIT,2026-08-26T16:42:11Z,SETTLEMENT SET_846AB223,SET_846AB223
BNK_20C372B3,456956,INR,CREDIT,2026-07-07T10:49:43Z,SETTLEMENT SET_187CF125,SET_187CF125
BNK_D2BF8D84,503042,INR,CREDIT,2026-08-03T04:54:55Z,SETTLEMENT SET_C14F1E95,SET_C14F1E95
BNK_73FEBFAC,1713192,INR,CREDIT,2026-07-24T01:49:47Z,SETTLEMENT SET_3B732E1B,SET_3B732E1B
BNK_8BD4F4E0,526332,INR,CREDIT,2026-08-22T20:59:29Z,SETTLEMENT SET_DB241F9B,SET_DB241F9B
BNK_57F199C6,1947235,INR,CREDIT,2026-08-20T23:05:40Z,SETTLEMENT SET_B9EEA8CF,SET_B9EEA8CF
BNK_175C54D5,627433,INR,CREDIT,2026-09-03T11:49:12Z,SETTLEMENT SET_EC07491A,SET_EC07491A
BNK_7959CF1D,877491,INR,CREDIT,2026-09-03T20:12:46Z,SETTLEMENT SET_3F1EE7BE,SET_3F1EE7BE
BNK_8B0EFBA0,1827040,INR,CREDIT,2026-08-08T03:33:56Z,SETTLEMENT SET_15B5D494,SET_15B5D494
BNK_86CD023A,1692590,INR,CREDIT,2026-08-11T20:58:11Z,SETTLEMENT SET_BC72E6B3,SET_BC72E6B3
BNK_4CF33BEE,1854282,INR,CREDIT,2026-07-07T05:46:27Z,SETTLEMENT SET_8AF9E0DE,SET_8AF9E0DE
BNK_ECF47DE9,743613,INR,CREDIT,2026-07-11T07:42:15Z,SETTLEMENT SET_A35D2642,SET_A35D2642
BNK_5F07BE60,249959,INR,CREDIT,2026-08-11T15:06:31Z,SETTLEMENT SET_34A2E101,SET_34A2E101
BNK_F38B0ADA,332758,INR,CREDIT,2026-07-20T15:07:20Z,SETTLEMENT SET_851315D9,SET_851315D9
BNK_28D167A6,247811,INR,CREDIT,2026-09-03T12:39:19Z,SETTLEMENT SET_05C586CF,SET_05C586CF
BNK_2CD599E2,1137556,INR,CREDIT,2026-07-25T11:35:17Z,SETTLEMENT SET_9523258B,SET_9523258B
BNK_C6DA77A1,-13737,INR,CREDIT,2026-07-16T06:42:05Z,SETTLEMENT SET_6D6C4433,SET_6D6C4433
BNK_487FBA42,1229972,INR,CREDIT,2026-07-08T11:19:09Z,SETTLEMENT SET_C475F1A9,SET_C475F1A9
BNK_7F42F8F7,1811418,INR,CREDIT,2026-07-11T22:35:59Z,SETTLEMENT SET_B410B4C3,SET_B410B4C3
BNK_C0FF2740,307176,INR,CREDIT,2026-07-10T00:57:05Z,SETTLEMENT SET_FEF7CDBA,SET_FEF7CDBA
BNK_517B3A16,446506,INR,CREDIT,2026-07-23T00:15:23Z,SETTLEMENT SET_764CF1DF,SET_764CF1DF
BNK_BA708E0C,1765429,INR,CREDIT,2026-08-11T10:10:08Z,SETTLEMENT SET_55D53137,SET_55D53137
BNK_3B7BB9F7,1090494,INR,CREDIT,2026-07-25T21:15:42Z,SETTLEMENT SET_27B268CE,SET_27B268CE
BNK_5DB394E5,654774,INR,CREDIT,2026-08-26T10:49:56Z,SETTLEMENT SET_D293E7A0,SET_D293E7A0
BNK_0A080C00,-3870,INR,CREDIT,2026-08-21T05:18:26Z,SETTLEMENT SET_A3C4497B,SET_A3C4497B
BNK_EE11678D,384700,INR,CREDIT,2026-07-27T21:17:25Z,SETTLEMENT SET_04597F56,SET_04597F56
BNK_04A1F444,1443510,INR,CREDIT,2026-07-05T10:14:23Z,SETTLEMENT SET_ED77AAA7,SET_ED77AAA7
BNK_B9E52EE0,474531,INR,CREDIT,2026-07-08T04:44:17Z,SETTLEMENT SET_498D5A8F,SET_498D5A8F
BNK_BCD4CCB3,5370200,INR,CREDIT,2026-07-11T10:59:47Z,SETTLEMENT SET_3E4302B3,SET_3E4302B3
BNK_A5CEBA2D,927315,INR,CREDIT,2026-07-24T05:54:27Z,SETTLEMENT SET_36CE30B1,SET_36CE30B1
BNK_22D0C0B2,429812,INR,CREDIT,2026-07-04T00:58:13Z,SETTLEMENT SET_25EC8FD9,SET_25EC8FD9
BNK_E9BE186C,224049,INR,CREDIT,2026-08-07T22:08:19Z,SETTLEMENT SET_B47D6FE6,SET_B47D6FE6
BNK_9D869091,49602,INR,CREDIT,2026-08-21T02:08:17Z,SETTLEMENT SET_DED82506,SET_DED82506
BNK_18730F3E,601365,INR,CREDIT,2026-07-23T15:54:06Z,SETTLEMENT SET_07C198AC,SET_07C198AC
BNK_2CFE070E,1798920,INR,CREDIT,2026-08-13T09:50:44Z,SETTLEMENT SET_E70F135C,SET_E70F135C
BNK_BCE5B147,746654,INR,CREDIT,2026-07-25T02:56:23Z,SETTLEMENT SET_EB89226E,SET_EB89226E
BNK_E84DEACC,1811027,INR,CREDIT,2026-08-30T04:54:02Z,SETTLEMENT SET_539C425F,SET_539C425F
BNK_D010C60B,664634,INR,CREDIT,2026-07-09T11:16:32Z,SETTLEMENT SET_7695AF8D,SET_7695AF8D
BNK_D8CC4333,1640548,INR,CREDIT,2026-09-01T20:07:30Z,SETTLEMENT SET_DC793C7B,SET_DC793C7B
BNK_F5D13CE2,577010,INR,CREDIT,2026-07-19T12:08:18Z,SETTLEMENT SET_F37A3B6F,SET_F37A3B6F
BNK_73AFECFA,1611158,INR,CREDIT,2026-08-24T03:22:26Z,SETTLEMENT SET_9230BBCA,SET_9230BBCA
BNK_52A37AEF,826914,INR,CREDIT,2026-09-01T23:34:50Z,SETTLEMENT SET_2AD4E060,SET_2AD4E060
BNK_493C6FFA,1651286,INR,CREDIT,2026-08-11T15:34:40Z,SETTLEMENT SET_F9D98B9D,SET_F9D98B9D
BNK_653F4688,1628831,INR,CREDIT,2026-07-13T23:11:30Z,SETTLEMENT SET_99FDC54F,SET_99FDC54F
BNK_A43FD2A3,1249107,INR,CREDIT,2026-08-08T07:09:30Z,SETTLEMENT SET_C087BDF5,SET_C087BDF5
BNK_FD7C6F5C,412432,INR,CREDIT,2026-08-31T14:34:03Z,SETTLEMENT SET_4DAAC152,SET_4DAAC152
BNK_67AB84B3,849273,INR,CREDIT,2026-08-25T11:29:53Z,SETTLEMENT SET_881D5D95,SET_881D5D95
BNK_E9261ADE,338666,INR,CREDIT,2026-09-02T07:00:34Z,SETTLEMENT SET_7A358704,SET_7A358704
BNK_337D9D40,1019167,INR,CREDIT,2026-07-08T12:21:10Z,SETTLEMENT SET_5442F3C7,SET_5442F3C7
BNK_C925789A,58584000,INR,CREDIT,2026-08-29T04:33:08Z,SETTLEMENT SET_09FD9C96,SET_09FD9C96
BNK_C18FEF57,1918626,INR,CREDIT,2026-08-09T07:46:08Z,SETTLEMENT SET_6183EA1A,SET_6183EA1A
BNK_07B632A4,1735844,INR,CREDIT,2026-07-21T07:42:00Z,SETTLEMENT SET_9E8E0AD6,SET_9E8E0AD6
BNK_CBDDF804,1847599,INR,CREDIT,2026-08-06T16:57:56Z,SETTLEMENT SET_03077BC7,SET_03077BC7
BNK_11A9CBC1,1192087,INR,CREDIT,2026-07-10T17:03:27Z,SETTLEMENT SET_9D2C6C81,SET_9D2C6C81
BNK_315F1DA9,1418417,INR,CREDIT,2026-07-10T07:34:01Z,SETTLEMENT SET_40BBE1DC,SET_40BBE1DC
BNK_255ABF28,196645,INR,CREDIT,2026-08-04T16:15:57Z,SETTLEMENT SET_82FC4402,SET_82FC4402
BNK_BB8317EB,413896,INR,CREDIT,2026-08-21T18:17:38Z,SETTLEMENT SET_927906B6,SET_927906B6
BNK_2F4EF3ED,715213,INR,CREDIT,2026-08-18T15:35:06Z,SETTLEMENT SET_40C87FE9,SET_40C87FE9
BNK_F711F5B6,1390394,INR,CREDIT,2026-08-29T09:03:32Z,SETTLEMENT SET_A9766CC4,SET_A9766CC4
BNK_459113BF,-40877,INR,CREDIT,2026-07-05T13:42:58Z,SETTLEMENT SET_7AA81244,SET_7AA81244
