settlement_id,merchant_id,gross_amount,fees,tax,refunds,chargebacks,adjustments,net_amount,currency,status,created_at,payment_reference
SET_ABDCB1A0,MERCH_013,1323800,26476,4765,661900,0,0,630659,INR,PROCESSED,2026-07-20T17:36:40Z,REF-PAY_F8D2A667
SET_7DAB3A59,MERCH_015,5500000,110000,19800,0,0,0,5370200,INR,PROCESSED,2026-08-06T19:16:26Z,SETTLE-MERCH_015-HV
SET_F4840DEF,MERCH_027,1059800,21196,3815,0,0,0,1034789,INR,PROCESSED,2026-07-11T03:53:21Z,REF-PAY_D444F81E
SET_49574ACB,MERCH_043,163300,3266,587,0,0,0,159447,INR,PROCESSED,2026-08-29T14:47:48Z,REF-PAY_C245EDB1
SET_A9F4BF74,MERCH_026,1428400,28568,5142,0,0,0,1394740,INR,PROCESSED,2026-07-03T21:19:29Z,REF-PAY_21490F8D
SET_FFA50F0B,MERCH_027,622200,12444,2239,0,622200,0,-14683,INR,PROCESSED,2026-07-13T11:03:13Z,REF-PAY_C67F88D2
SET_7048CCF5,MERCH_043,736400,14728,2651,0,0,0,705421,INR,PROCESSED,2026-07-13T11:52:41Z,REF-PAY_216D114D
SET_1B5F9E60,MERCH_015,812800,16256,2926,0,0,0,793618,INR,PROCESSED,2026-08-04T09:27:34Z,REF-PAY_9621F5CB
SET_6705AE55,MERCH_017,449100,8982,1616,0,0,0,438502,INR,PROCESSED,2026-09-02T16:00:01Z,REF-PAY_BDE18D9B
SET_200D1912,MERCH_019,365500,7310,1315,0,0,0,356875,INR,PROCESSED,2026-07-04T12:38:08Z,REF-PAY_57FC6183
SET_79D16FBB,MERCH_039,1615300,32306,5815,0,0,0,1577179,INR,PROCESSED,2026-07-21T10:04:40Z,REF-PAY_D0259389
SET_F6384715,MERCH_016,1655400,33108,5959,0,0,0,1616333,INR,PROCESSED,2026-07-03T07:16:22Z,REF-PAY_764D4AFA
SET_5B5584C8,MERCH_030,15000000,300000,54000,0,0,0,14646000,INR,PROCESSED,2026-07-11T00:32:04Z,SETTLE-MERCH_030-HV
SET_A07DA1D7,MERCH_032,391100,7822,1407,0,0,0,381871,INR,PROCESSED,2026-08-31T01:07:45Z,REF-PAY_F24C73A8
SET_336C259B,MERCH_029,555900,11118,2001,0,0,0,542781,INR,PROCESSED,2026-08-15T17:41:50Z,REF-PAY_80DBEECA
SET_2542696F,MERCH_001,542100,10842,1951,0,0,0,529307,INR,PROCESSED,2026-08-31T17:57:47Z,REF-PAY_7D177649
SET_A423674C,MERCH_047,948300,18966,3413,0,0,0,925921,INR,PROCESSED,2026-08-13T07:21:50Z,REF-PAY_49E9B8F7
SET_A5B08CC2,MERCH_048,138700,2774,499,0,0,0,135327,INR,PROCESSED,2026-07-03T20:52:32Z,REF-PAY_344E539C
SET_0FE6EF9D,MERCH_007,555600,11112,2000,0,0,0,542488,INR,PROCESSED,2026-08-26T12:11:36Z,REF-PAY_3244F700
SET_86359580,MERCH_011,1539700,30794,5542,0,0,0,1503364,INR,PROCESSED,2026-08-24T06:07:51Z,REF-PAY_C52C9AD1
SET_000F08E9,MERCH_004,647400,12948,2330,0,647400,0,-15278,INR,PROCESSED,2026-08-07T13:03:10Z,REF-PAY_54088E32
SET_AF4053C4,MERCH_022,1514400,30288,5451,0,1514400,0,-35739,INR,PROCESSED,2026-07-13T19:11:31Z,REF-PAY_B773FA67
SET_D2C61832,MERCH_009,1606300,32126,5782,0,0,0,1568292,INR,PROCESSED,2026-09-03T23:34:25Z,REF-PAY_8CD90B71
SET_C5DDF560,MERCH_021,279000,5580,1004,0,0,0,272416,INR,PROCESSED,2026-08-30T16:01:24Z,REF-PAY_80FDFF20-TYPO
SET_F450D278,MERCH_030,1281700,25634,4614,0,0,0,1251452,INR,PROCESSED,2026-08-29T17:11:23Z,REF-PAY_56DB2BB5
SET_51DB78E3,MERCH_026,1027800,20556,3700,0,0,0,1003544,INR,PROCESSED,2026-08-04T07:01:11Z,REF-PAY_731E6977
SET_DC03A954,MERCH_021,395000,7900,1422,0,0,0,385678,INR,PROCESSED,2026-07-26T21:21:05Z,REF-PAY_B668F67D
SET_B98E12AB,MERCH_014,294100,5882,1058,0,0,0,287160,INR,PROCESSED,2026-08-16T19:44:13Z,REF-PAY_B6939D49
SET_B72CFAA7,MERCH_025,304100,6082,1094,0,0,0,296924,INR,PROCESSED,2026-08-24T02:04:44Z,REF-PAY_B31554AE
SET_19BBDD6F,MERCH_030,69400,1388,249,0,0,0,67763,INR,PROCESSED,2026-09-01T15:30:56Z,REF-PAY_BB3867B8
SET_C4BD62AD,MERCH_047,308700,6174,1111,0,0,0,301415,INR,PROCESSED,2026-07-23T18:26:06Z,REF-PAY_241ADB90
SET_D9EFD97D,MERCH_011,15000000,300000,54000,0,0,0,14646000,INR,PROCESSED,2026-07-25T08:38:40Z,SETTLE-MERCH_011-HV
SET_6D7952C1,MERCH_033,386300,7726,1390,0,0,0,377184,INR,PROCESSED,2026-08-15T18:50:29Z,REF-PAY_50D4B395
SET_58402C70,MERCH_010,1551000,31020,5583,0,0,0,1514397,INR,PROCESSED,2026-08-01T03:20:41Z,REF-PAY_18936AD6
SET_A3703D3E,MERCH_026,143000,2860,514,0,0,0,139626,INR,PROCESSED,2026-08-21T17:56:22Z,REF-PAY_8C4A2EE0
SET_A4E51C8C,MERCH_028,513300,10266,1847,0,0,0,501187,INR,PROCESSED,2026-08-15T23:25:01Z,REF-PAY_AAC19BD9
SET_6CDFF14C,MERCH_019,278500,5570,1002,0,0,0,271978,INR,PROCESSED,2026-07-09T11:43:43Z,REF-PAY_D974AC15
SET_A4FFF87E,MERCH_033,1655600,33112,5960,0,0,0,1616528,INR,PROCESSED,2026-08-27T02:47:24Z,REF-PAY_B865B7F6
SET_29E00E2C,MERCH_024,1222800,24456,4402,0,0,0,1193942,INR,PROCESSED,2026-08-16T15:41:19Z,REF-PAY_A066E4FC
SET_483082FD,MERCH_020,1531800,30636,5514,0,0,0,1495650,INR,PROCESSED,2026-08-02T23:55:28Z,REF-PAY_63D82B17
SET_3241B33D,MERCH_042,1488800,29776,5359,0,0,0,1453665,INR,PROCESSED,2026-08-01T03:09:22Z,REF-PAY_77E8CCC5
SET_3004D4A8,MERCH_017,1539300,30786,5541,0,0,0,1502973,INR,PROCESSED,2026-07-13T19:05:11Z,REF-PAY_24E8AA91
SET_4242F299,MERCH_011,1120600,22412,4034,0,0,0,1094154,INR,PROCESSED,2026-08-13T18:52:21Z,REF-PAY_75C0D563
SET_205E15CF,MERCH_025,832800,16656,2998,0,0,0,813146,INR,PROCESSED,2026-08-30T09:39:51Z,REF-PAY_FC789CA8
SET_919BF412,MERCH_018,1901000,38020,6843,0,0,0,1856137,INR,PROCESSED,2026-07-27T04:55:41Z,REF-PAY_2AC9B6D5
SET_27676D35,MERCH_029,911900,18238,3282,0,0,0,890380,INR,PROCESSED,2026-07-08T19:48:09Z,REF-PAY_94DD06A8
SET_7F0343C4,MERCH_003,829800,16596,2987,0,0,0,810217,INR,PROCESSED,2026-08-29T08:42:35Z,REF-PAY_EF162B68
SET_B36E550F,MERCH_019,1636500,32730,5891,0,0,0,1597879,INR,PROCESSED,2026-08-30T19:16:10Z,REF-PAY_9F1B9E5C
SET_70E13393,MERCH_014,340900,6818,1227,170450,0,0,162405,INR,PROCESSED,2026-08-17T21:42:55Z,REF-PAY_D27C74AD
SET_6AF6B0D8,MERCH_017,1026900,20538,3696,0,0,0,1002666,INR,PROCESSED,2026-07-16T23:13:45Z,REF-PAY_3766F4CC
SET_829CC3F0,MERCH_006,1141800,22836,4110,0,0,0,1114904,INR,PROCESSED,2026-07-23T02:39:35Z,REF-PAY_997A4EA3
SET_17661445,MERCH_021,1902200,38044,6847,0,0,0,1857309,INR,PROCESSED,2026-08-23T07:05:13Z,SETTLE-MERCH_021-BULK
SET_9BAC8B20,MERCH_007,1768000,35360,6364,0,0,0,1726276,INR,PROCESSED,2026-08-17T21:45:48Z,REF-PAY_F5A6A836
SET_4F9CD9D2,MERCH_005,1110600,22212,3998,0,0,0,1084440,INR,PROCESSED,2026-07-28T18:55:10Z,REF-PAY_C30C3ABA
SET_088188F3,MERCH_023,1968400,39368,7086,984200,0,0,937746,INR,PROCESSED,2026-07-25T02:01:11Z,REF-PAY_BDAA7DA9
SET_C6A454E8,MERCH_016,1080800,21616,3890,540400,0,0,514894,INR,PROCESSED,2026-07-28T17:28:40Z,REF-PAY_C12B3AF6
SET_79AEF5E6,MERCH_017,1706400,34128,6143,0,0,0,1666129,INR,PROCESSED,2026-08-03T23:44:27Z,REF-PAY_CC39C110
SET_0B631A1D,MERCH_049,1557200,31144,5605,0,0,0,1520451,INR,PROCESSED,2026-07-27T17:54:54Z,REF-PAY_DD7DFAA1
SET_46B1C0FD,MERCH_007,555400,11108,1999,277700,0,0,264593,INR,PROCESSED,2026-09-03T00:15:54Z,REF-PAY_F0341DCC
SET_BD838330,MERCH_037,1116100,22322,4017,0,0,0,1089761,INR,PROCESSED,2026-07-22T11:27:04Z,REF-PAY_37B9A63F
SET_77CFFB54,MERCH_003,1916900,38338,6900,0,0,0,1871662,INR,PROCESSED,2026-08-20T17:01:30Z,REF-PAY_BF895959
SET_D7D61ADC,MERCH_007,1779300,35586,6405,0,0,0,1737309,INR,PROCESSED,2026-08-13T01:00:36Z,REF-PAY_F656AB7F
SET_D5BF380D,MERCH_010,551900,11038,1986,0,551900,0,-13024,INR,PROCESSED,2026-08-06T03:26:44Z,REF-PAY_544FA466
SET_96597F2A,MERCH_024,1025000,20500,3690,0,0,0,1000810,INR,PROCESSED,2026-09-01T21:25:27Z,REF-PAY_87C78F7C
SET_A9731955,MERCH_002,75400,1508,271,0,0,0,73621,INR,PROCESSED,2026-08-06T18:38:08Z,REF-PAY_C89342E3-TYPO
SET_DE8658E1,MERCH_001,927500,18550,3339,0,0,0,905611,INR,PROCESSED,2026-08-11T13:16:28Z,REF-PAY_8190ED4F
SET_24DD2895,MERCH_012,1204100,24082,4334,0,0,0,1175684,INR,PROCESSED,2026-08-06T10:06:29Z,REF-PAY_58D78DFC
SET_F8448603,MERCH_033,399500,7990,1438,0,0,0,390072,INR,PROCESSED,2026-07-26T09:10:22Z,REF-PAY_4F640DE2
SET_6C1EA57B,MERCH_040,1653000,33060,5950,0,1653000,0,-39010,INR,PROCESSED,2026-07-08T15:53:16Z,REF-PAY_C30DA1F4
SET_6EF103C3,MERCH_011,1825900,36518,6573,0,0,0,1782809,INR,PROCESSED,2026-09-02T21:02:21Z,REF-PAY_D8244172
SET_A3DAB26E,MERCH_021,1850400,37008,6661,0,0,0,1806731,INR,PROCESSED,2026-07-25T02:30:16Z,REF-PAY_AB124BD6
SET_05D410A9,MERCH_025,201400,4028,725,0,0,0,196647,INR,PROCESSED,2026-08-23T20:02:15Z,REF-PAY_37FF0CF1
SET_722A232C,MERCH_027,288700,5774,1039,0,0,0,281887,INR,PROCESSED,2026-08-17T01:17:08Z,REF-PAY_B6D45DE2
SET_6D10892C,MERCH_017,346800,6936,1248,0,0,0,338616,INR,PROCESSED,2026-09-02T08:46:54Z,REF-PAY_D8A23975
SET_76102F37,MERCH_025,65400,1308,235,0,0,0,63857,INR,PROCESSED,2026-08-29T04:12:28Z,REF-PAY_050CAEDE
SET_F25722D9,MERCH_037,259200,5184,933,0,0,0,253083,INR,PROCESSED,2026-07-07T15:02:56Z,REF-PAY_862E14A1
SET_9AFE2048,MERCH_009,76000,1520,273,0,0,0,74207,INR,PROCESSED,2026-07-16T23:20:24Z,REF-PAY_AA14466E
SET_C523C158,MERCH_010,690400,13808,2485,0,0,0,674107,INR,PROCESSED,2026-07-13T00:23:41Z,REF-PAY_2D95ED1A
SET_6F389CB3,MERCH_049,148600,2972,534,0,0,0,145094,INR,PROCESSED,2026-07-17T22:02:17Z,REF-PAY_DAD2D4B5
SET_FAFD38D3,MERCH_011,607200,12144,2185,0,0,0,592871,INR,PROCESSED,2026-09-03T14:25:59Z,REF-PAY_0B57B49C
SET_26FB37E2,MERCH_034,737900,14758,2656,0,0,0,720486,INR,PROCESSED,2026-08-31T10:07:11Z,SETTLE-MERCH_034-BULK
SET_BA1684A3,MERCH_014,1573700,31474,5665,0,0,0,1536561,INR,PROCESSED,2026-09-03T11:42:44Z,REF-PAY_5358A75E
SET_2289C359,MERCH_044,1464800,29296,5273,0,0,0,1430231,INR,PROCESSED,2026-09-01T15:07:04Z,REF-PAY_3F340397
SET_35E83B7E,MERCH_044,1091100,21822,3927,0,0,0,1065351,INR,PROCESSED,2026-07-27T04:15:57Z,REF-PAY_5FB5BC26
SET_807F1FE8,MERCH_033,54900,1098,197,0,0,0,53605,INR,PROCESSED,2026-08-17T14:33:31Z,REF-PAY_B57FA039-TYPO
SET_313AF387,MERCH_026,1013000,20260,3646,0,0,0,989094,INR,PROCESSED,2026-08-07T16:18:24Z,REF-PAY_1757CA47
SET_023589B7,MERCH_042,1601900,32038,5766,0,0,0,1564096,INR,PROCESSED,2026-08-21T23:52:05Z,REF-PAY_F1DA4FDC-TYPO
SET_6E3ADF95,MERCH_002,314600,6292,1132,0,0,0,307176,INR,PROCESSED,2026-07-29T15:13:21Z,REF-PAY_C8938464
SET_CA01584C,MERCH_022,549700,10994,1978,0,0,0,536728,INR,PROCESSED,2026-08-14T01:06:43Z,REF-PAY_483D5654
SET_FEDBC475,MERCH_004,1323100,26462,4763,0,0,0,1291875,INR,PROCESSED,2026-07-03T02:36:06Z,REF-PAY_78F24EF1
SET_9FAB4239,MERCH_049,1482300,29646,5336,0,0,0,1447318,INR,PROCESSED,2026-08-07T18:12:24Z,REF-PAY_8768C787
SET_DAD013CF,MERCH_048,1199300,23986,4317,0,0,0,1170997,INR,PROCESSED,2026-08-07T12:08:27Z,REF-PAY_6FC06D44
SET_34997753,MERCH_013,1106400,22128,3983,0,0,0,1080289,INR,PROCESSED,2026-08-10T11:50:39Z,REF-PAY_C981A622
SET_72BEEFEE,MERCH_038,687500,13750,2475,0,0,0,671275,INR,PROCESSED,2026-07-10T15:19:38Z,REF-PAY_6E7A8658
SET_D3AFBC90,MERCH_020,713600,14272,2568,0,0,0,696760,INR,PROCESSED,2026-07-12T06:38:17Z,REF-PAY_F0395674
SET_8FA0E2B1,MERCH_039,415700,8314,1496,0,0,0,405890,INR,PROCESSED,2026-07-31T03:25:29Z,REF-PAY_4CB96DA3
SET_8776DB0B,MERCH_026,495800,9916,1784,0,0,0,484100,INR,PROCESSED,2026-08-09T03:30:42Z,REF-PAY_3E1D4B51
SET_38A82428,MERCH_048,290700,5814,1046,0,0,0,283840,INR,PROCESSED,2026-08-25T13:40:09Z,REF-PAY_44F1BEC7
SET_B6188E15,MERCH_021,932400,18648,3356,0,0,0,910396,INR,PROCESSED,2026-07-06T16:50:27Z,REF-PAY_281B10FF
SET_76A6632E,MERCH_028,490800,9816,1766,0,0,0,479218,INR,PROCESSED,2026-08-19T22:12:36Z,REF-PAY_E07F2079
SET_B524BD3B,MERCH_048,804100,16082,2894,0,0,0,785124,INR,PROCESSED,2026-09-03T07:41:50Z,REF-PAY_38A33572-TYPO
SET_7C908025,MERCH_033,56400,1128,203,0,0,0,55119,INR,PROCESSED,2026-07-21T09:03:57Z,REF-PAY_10D9880C
SET_E9D3791C,MERCH_023,896600,17932,3227,0,0,0,851441,INR,PROCESSED,2026-07-03T10:58:41Z,REF-PAY_44A47E9A
SET_3CEFF212,MERCH_027,1529800,30596,5507,0,1529800,0,-36103,INR,PROCESSED,2026-07-24T14:40:50Z,REF-PAY_ED1BA9F5
SET_F5A9D65D,MERCH_002,666600,13332,2399,0,0,0,650869,INR,PROCESSED,2026-08-09T14:04:58Z,REF-PAY_4C627581
SET_BDCF5CFE,MERCH_006,80800,1616,290,0,0,0,78794,INR,PROCESSED,2026-08-22T21:31:33Z,REF-PAY_31235C08
SET_7443B2F2,MERCH_041,340000,6800,1224,0,0,0,331976,INR,PROCESSED,2026-08-01T17:53:21Z,REF-PAY_97B4162F
SET_B9D00B2C,MERCH_047,409200,8184,1473,0,0,0,399543,INR,PROCESSED,2026-08-07T15:18:37Z,REF-PAY_DE2201E6-TYPO
SET_A0EE2EAF,MERCH_010,332600,6652,1197,0,0,0,324751,INR,PROCESSED,2026-08-14T00:07:29Z,REF-PAY_3C6E3411
SET_CCD677B5,MERCH_038,1498300,29966,5393,0,0,0,1462941,INR,PROCESSED,2026-08-20T09:46:46Z,REF-PAY_47C5B93B
SET_31B22A8E,MERCH_018,315500,6310,1135,0,0,0,308055,INR,PROCESSED,2026-07-12T13:22:42Z,REF-PAY_66165243
SET_97BA45A2,MERCH_008,130900,2618,471,0,0,0,127811,INR,PROCESSED,2026-08-23T16:34:19Z,REF-PAY_509DC783
SET_7EC43F6B,MERCH_040,753700,15074,2713,376850,0,0,359063,INR,PROCESSED,2026-08-12T00:24:55Z,REF-PAY_749DA559
SET_1CBB0D9E,MERCH_032,1266200,25324,4558,0,1266200,0,-29882,INR,PROCESSED,2026-07-26T07:45:49Z,REF-PAY_91EA62A9
SET_1745CA7F,MERCH_017,1460200,29204,5256,0,0,0,1425740,INR,PROCESSED,2026-08-21T05:36:11Z,REF-PAY_38C1E1AE
SET_94742C6D,MERCH_007,1820200,36404,6552,0,0,0,1777244,INR,PROCESSED,2026-09-01T13:01:51Z,REF-PAY_79C7730D
SET_195C8952,MERCH_015,72000,1440,259,0,0,0,70301,INR,PROCESSED,2026-07-26T22:01:21Z,REF-PAY_02FA41A2
SET_28F268E9,MERCH_034,1332000,26640,4795,0,0,0,1300565,INR,PROCESSED,2026-08-12T00:50:57Z,REF-PAY_D4B12B65
SET_C5D5969A,MERCH_034,1312900,26258,4726,0,0,0,1281916,INR,PROCESSED,2026-08-21T15:04:11Z,REF-PAY_B0DE8D3A
SET_FBB8356C,MERCH_016,788500,15770,2838,0,0,0,769892,INR,PROCESSED,2026-08-14T12:14:43Z,REF-PAY_1B239562
SET_EA9B6922,MERCH_015,1071100,21422,3855,0,0,0,1045823,INR,PROCESSED,2026-08-01T14:03:59Z,REF-PAY_29D2AE77
SET_9F9FC76B,MERCH_039,887900,17758,3196,443950,0,0,422996,INR,PROCESSED,2026-07-23T14:30:42Z,REF-PAY_48D81EFE
SET_6D2AF363,MERCH_029,432400,8648,1556,0,0,0,422196,INR,PROCESSED,2026-09-03T00:20:13Z,REF-PAY_88BD7245
SET_024E77CC,MERCH_042,1759600,35192,6334,0,0,0,1718074,INR,PROCESSED,2026-07-09T12:50:14Z,REF-PAY_BE28D5FA
SET_70AD96B1,MERCH_014,1463100,29262,5267,0,0,0,1428571,INR,PROCESSED,2026-08-25T18:54:00Z,SETTLE-MERCH_014-BULK
SET_B642C727,MERCH_002,1330000,26600,4788,0,0,0,1259512,INR,PROCESSED,2026-07-18T22:07:51Z,REF-PAY_3DD7A825
SET_49677220,MERCH_003,1169600,23392,4210,0,0,0,1141998,INR,PROCESSED,2026-07-15T03:49:32Z,REF-PAY_9D485BA1
SET_9014B3BF,MERCH_045,60000,1200,216,0,0,0,58584,INR,PROCESSED,2026-07-16T17:43:37Z,REF-PAY_6FFEC2CD
SET_F46C870D,MERCH_039,1734900,34698,6245,0,0,0,1693957,INR,PROCESSED,2026-08-21T00:35:43Z,REF-PAY_296C63C9
SET_DFC26BAB,MERCH_006,1658700,33174,5971,0,0,0,1619555,INR,PROCESSED,2026-08-13T19:34:03Z,REF-PAY_BB3C5C6B
SET_DEEC1868,MERCH_045,40300,806,145,0,0,0,36049,INR,PROCESSED,2026-07-21T00:23:57Z,REF-PAY_9D231FA8
SET_71322C87,MERCH_035,50000,1000,180,0,0,0,48820,INR,PROCESSED,2026-09-02T10:57:30Z,REF-PAY_1D56A388
SET_DCB4DB5E,MERCH_035,697500,13950,2511,0,0,0,681039,INR,PROCESSED,2026-07-04T23:18:33Z,REF-PAY_6D801A6A
SET_E7D457B6,MERCH_043,824300,16486,2967,0,0,0,804847,INR,PROCESSED,2026-07-27T03:26:13Z,REF-PAY_B106D7EF
SET_E5573B75,MERCH_025,760600,15212,2738,0,0,0,742650,INR,PROCESSED,2026-07-26T13:52:31Z,REF-PAY_30A7FB3E
SET_0504446F,MERCH_024,1953100,39062,7031,0,0,0,1907007,INR,PROCESSED,2026-07-28T03:25:19Z,REF-PAY_25F1FF63
SET_60860658,MERCH_004,310600,6212,1118,0,0,0,303270,INR,PROCESSED,2026-07-31T01:07:05Z,REF-PAY_FD233DF3
SET_DF0C8F21,MERCH_046,142200,2844,511,0,0,0,138845,INR,PROCESSED,2026-08-23T13:12:41Z,REF-PAY_0D4318FB
SET_5582F1BD,MERCH_041,651000,13020,2343,0,0,0,635637,INR,PROCESSED,2026-07-23T16:27:24Z,REF-PAY_70E2B648
SET_FA5F7A25,MERCH_009,1468600,29372,5286,0,1468600,0,-34658,INR,PROCESSED,2026-08-12T00:50:42Z,REF-PAY_A5A3880B
SET_A1EA4A72,MERCH_029,989700,19794,3562,0,0,0,966344,INR,PROCESSED,2026-08-04T01:57:35Z,REF-PAY_42E7A768
SET_A15DA5F2,MERCH_042,815200,16304,2934,0,0,0,795962,INR,PROCESSED,2026-08-27T19:09:13Z,REF-PAY_8D84AEA7
SET_92F8697D,MERCH_040,758400,15168,2730,0,0,0,740502,INR,PROCESSED,2026-07-09T13:10:03Z,REF-PAY_DE131EF9
SET_4AB2962E,MERCH_003,660000,13200,2376,0,0,0,644474,INR,PROCESSED,2026-07-09T01:14:02Z,REF-PAY_5C6AF948
SET_9F9217C8,MERCH_037,1447500,28950,5211,0,0,0,1413339,INR,PROCESSED,2026-09-02T07:17:13Z,REF-PAY_7B98825C
SET_8C2F90D9,MERCH_041,1992000,39840,7171,0,0,0,1944989,INR,PROCESSED,2026-07-20T20:31:10Z,REF-PAY_6E316804
SET_45EB5326,MERCH_019,240700,4814,866,0,0,0,235020,INR,PROCESSED,2026-07-04T21:43:35Z,REF-PAY_E407311B
SET_BB235615,MERCH_017,633100,12662,2279,0,0,0,618059,INR,PROCESSED,2026-08-30T11:46:16Z,REF-PAY_D565E05A
SET_FA7B0C55,MERCH_030,1537500,30750,5535,0,0,0,1501115,INR,PROCESSED,2026-08-26T06:25:25Z,REF-PAY_626255D8
SET_EC7E650D,MERCH_015,1997800,39956,7192,0,0,0,1950652,INR,PROCESSED,2026-07-16T04:19:53Z,REF-PAY_62688657
SET_BBA34BFF,MERCH_033,1544200,30884,5559,0,0,0,1507757,INR,PROCESSED,2026-07-30T05:43:10Z,REF-PAY_D2555957
SET_B1F06A71,MERCH_011,839800,16796,3023,0,0,0,819981,INR,PROCESSED,2026-07-23T23:50:26Z,REF-PAY_115ABE11
SET_E1361360,MERCH_020,1726900,34538,6216,0,0,0,1686146,INR,PROCESSED,2026-07-12T06:09:56Z,REF-PAY_94510816
SET_85BFD00C,MERCH_048,1288400,25768,4638,0,1288400,0,-30406,INR,PROCESSED,2026-07-04T13:29:45Z,REF-PAY_4605B0B3
SET_5318ADAC,MERCH_035,156300,3126,562,0,0,0,152612,INR,PROCESSED,2026-07-18T23:43:46Z,REF-PAY_1E60D93D
SET_754F9D34,MERCH_008,878100,17562,3161,0,0,0,857377,INR,PROCESSED,2026-07-27T06:49:50Z,REF-PAY_070F74AE
SET_45891A4F,MERCH_012,1844700,36894,6640,0,0,0,1801066,INR,PROCESSED,2026-07-26T19:55:57Z,REF-PAY_13823794
SET_8F3B6E62,MERCH_012,167700,3354,603,0,0,0,163743,INR,PROCESSED,2026-08-10T20:31:38Z,REF-PAY_E26F2B37
SET_6B5C3CB5,MERCH_046,644200,12884,2319,0,0,0,628997,INR,PROCESSED,2026-07-26T14:14:55Z,REF-PAY_32667BE6
SET_344485B6,MERCH_019,1226900,24538,4416,613450,0,0,584496,INR,PROCESSED,2026-08-27T02:43:53Z,REF-PAY_7C5DB4F5
SET_AC542E24,MERCH_004,101400,2028,365,0,0,0,99057,INR,PROCESSED,2026-07-04T09:05:13Z,REF-PAY_51791086
SET_6F1919C9,MERCH_021,1010700,20214,3638,0,0,0,986848,INR,PROCESSED,2026-08-27T01:27:39Z,REF-PAY_18F3AA7E-TYPO
SET_BC60CA2F,MERCH_022,1836200,36724,6610,0,0,0,1792866,INR,PROCESSED,2026-08-16T15:06:21Z,REF-PAY_CF1F7BB9
SET_FFC0778D,MERCH_023,1624100,32482,5846,0,0,0,1585772,INR,PROCESSED,2026-08-06T02:32:31Z,REF-PAY_FB144A05
SET_6EBD493A,MERCH_025,1497800,29956,5392,0,0,0,1462352,INR,PROCESSED,2026-08-01T09:59:00Z,REF-PAY_B1EB2D09
SET_5D1EDE66,MERCH_037,1241800,24836,4470,620900,0,0,591594,INR,PROCESSED,2026-07-10T10:57:53Z,REF-PAY_02121850
SET_6E562D26,MERCH_030,955300,19106,3439,0,0,0,932755,INR,PROCESSED,2026-08-09T01:23:18Z,SETTLE-MERCH_030-BULK
SET_13380128,MERCH_047,1945200,38904,7002,0,0,0,1899294,INR,PROCESSED,2026-08-16T19:20:07Z,REF-PAY_9D306C74
SET_387A1FBC,MERCH_041,278100,5562,1001,0,0,0,271537,INR,PROCESSED,2026-07-19T15:08:46Z,REF-PAY_3BECCA4B-TYPO
SET_22013860,MERCH_034,1825200,36504,6570,0,0,0,1782126,INR,PROCESSED,2026-07-09T01:49:09Z,REF-PAY_A58B9140
SET_1C67E084,MERCH_013,963100,19262,3467,0,0,0,940371,INR,PROCESSED,2026-08-31T03:43:07Z,REF-PAY_24F77D33
SET_40D8945D,MERCH_028,1485200,29704,5346,0,0,0,1450150,INR,PROCESSED,2026-07-03T03:14:00Z,REF-PAY_E2F12313
SET_5B4A2F62,MERCH_043,1515700,30314,5456,0,0,0,1479930,INR,PROCESSED,2026-08-10T00:08:03Z,REF-PAY_EF3B9FAE
SET_56AE7F5F,MERCH_016,690600,13812,2486,0,0,0,674302,INR,PROCESSED,2026-08-22T12:44:35Z,REF-PAY_8D0854A0
SET_28A82842,MERCH_011,716000,14320,2577,0,0,0,699103,INR,PROCESSED,2026-08-04T06:43:50Z,REF-PAY_6BD4D01D
SET_85672208,MERCH_021,414300,8286,1491,0,0,0,404523,INR,PROCESSED,2026-08-10T18:35:19Z,REF-PAY_CCD42D4B
SET_E50DE358,MERCH_002,1390800,27816,5006,0,0,0,1357978,INR,PROCESSED,2026-07-26T04:57:53Z,REF-PAY_5F605937
SET_9E869F68,MERCH_020,476500,9530,1715,0,0,0,465255,INR,PROCESSED,2026-07-13T00:22:16Z,REF-PAY_2A2A0963
SET_49452A75,MERCH_012,750300,15006,2701,0,0,0,684293,INR,PROCESSED,2026-07-03T12:32:31Z,REF-PAY_9492320A
SET_65B825AC,MERCH_029,1793300,35866,6455,0,0,0,1750979,INR,PROCESSED,2026-07-15T02:05:43Z,REF-PAY_02F132F5
SET_D7A96E5C,MERCH_043,1676300,33526,6034,0,0,0,1636740,INR,PROCESSED,2026-07-15T11:47:32Z,SETTLE-MERCH_043-BULK
SET_8D6E216E,MERCH_006,890600,17812,3206,0,0,0,869582,INR,PROCESSED,2026-07-13T20:10:27Z,REF-PAY_11B176B9
SET_99668D00,MERCH_015,1654000,33080,5954,0,0,0,1614966,INR,PROCESSED,2026-07-31T00:17:27Z,REF-PAY_6736FA79
SET_2AF5B3F4,MERCH_002,1993900,39878,7178,0,0,0,1946894,INR,PROCESSED,2026-07-17T05:40:33Z,REF-PAY_7D6E953A
SET_BC5249E4,MERCH_010,627800,12556,2260,0,0,0,612984,INR,PROCESSED,2026-07-27T12:16:57Z,REF-PAY_E01CE59A
SET_C4E14D78,MERCH_035,1150500,23010,4141,0,0,0,1123349,INR,PROCESSED,2026-07-26T15:10:03Z,REF-PAY_70A050A6
